1.000E+00	8.750E-10
1.096E+00	8.580E-10
1.202E+00	8.410E-10
1.318E+00	8.250E-10
1.445E+00	8.110E-10
1.585E+00	7.970E-10
1.738E+00	7.850E-10
1.905E+00	7.730E-10
2.089E+00	7.630E-10
2.291E+00	7.540E-10
2.512E+00	7.450E-10
2.754E+00	7.380E-10
3.020E+00	7.310E-10
3.311E+00	7.250E-10
3.631E+00	7.190E-10
3.981E+00	7.140E-10
4.365E+00	7.100E-10
4.786E+00	7.060E-10
5.248E+00	7.020E-10
5.754E+00	6.990E-10
6.310E+00	6.950E-10
6.918E+00	6.920E-10
7.586E+00	6.890E-10
8.318E+00	6.860E-10
9.120E+00	6.830E-10
1.000E+01	6.800E-10
1.096E+01	6.760E-10
1.202E+01	6.730E-10
1.318E+01	6.690E-10
1.445E+01	6.650E-10
1.585E+01	6.610E-10
1.738E+01	6.560E-10
1.905E+01	6.510E-10
2.089E+01	6.470E-10
2.291E+01	6.420E-10
2.512E+01	6.370E-10
	
1.000E+00	3.000E-10
1.096E+00	2.820E-10
1.202E+00	2.670E-10
1.318E+00	2.520E-10
1.445E+00	2.390E-10
1.585E+00	2.280E-10
1.738E+00	2.170E-10
1.905E+00	2.070E-10
2.089E+00	1.970E-10
2.291E+00	1.890E-10
2.512E+00	1.810E-10
2.754E+00	1.730E-10
3.020E+00	1.660E-10
3.311E+00	1.590E-10
3.631E+00	1.520E-10
3.981E+00	1.460E-10
4.365E+00	1.400E-10
4.786E+00	1.350E-10
5.248E+00	1.290E-10
5.754E+00	1.240E-10
6.310E+00	1.190E-10
6.918E+00	1.140E-10
7.586E+00	1.100E-10
8.318E+00	1.050E-10
9.120E+00	1.010E-10
1.000E+01	9.700E-11
1.096E+01	9.300E-11
1.202E+01	8.900E-11
1.318E+01	8.500E-11
1.445E+01	8.100E-11
1.585E+01	7.800E-11
1.738E+01	7.500E-11
1.905E+01	7.200E-11
2.089E+01	6.900E-11
2.291E+01	6.600E-11
2.512E+01	6.400E-11
	
1.000E+00	2.090E-10
1.096E+00	1.930E-10
1.202E+00	1.800E-10
1.318E+00	1.690E-10
1.445E+00	1.600E-10
1.585E+00	1.510E-10
1.738E+00	1.440E-10
1.905E+00	1.370E-10
2.089E+00	1.310E-10
2.291E+00	1.250E-10
2.512E+00	1.200E-10
2.754E+00	1.160E-10
3.020E+00	1.110E-10
3.311E+00	1.070E-10
3.631E+00	1.030E-10
3.981E+00	9.900E-11
4.365E+00	9.500E-11
4.786E+00	9.200E-11
5.248E+00	8.800E-11
5.754E+00	8.500E-11
6.310E+00	8.200E-11
6.918E+00	7.900E-11
7.586E+00	7.600E-11
8.318E+00	7.300E-11
9.120E+00	7.000E-11
1.000E+01	6.700E-11
1.096E+01	6.400E-11
1.202E+01	6.200E-11
1.318E+01	5.900E-11
1.445E+01	5.700E-11
1.585E+01	5.500E-11
1.738E+01	5.300E-11
1.905E+01	5.100E-11
2.089E+01	4.900E-11
2.291E+01	4.700E-11
2.512E+01	4.500E-11
