3.100E-01	1.336E-05
3.200E-01	2.120E-05
3.300E-01	3.435E-05
3.400E-01	5.342E-05
3.500E-01	8.178E-05
3.600E-01	1.242E-04
3.700E-01	1.902E-04
3.800E-01	2.894E-04
3.900E-01	4.287E-04
4.000E-01	6.252E-04
4.100E-01	8.988E-04
4.200E-01	1.243E-03
4.300E-01	1.721E-03
4.400E-01	2.315E-03
4.500E-01	3.025E-03
4.600E-01	3.855E-03
4.700E-01	4.863E-03
4.800E-01	5.927E-03
4.900E-01	7.162E-03
5.000E-01	8.460E-03
5.100E-01	9.852E-03
5.200E-01	1.127E-02
5.300E-01	1.278E-02
5.400E-01	1.431E-02
5.500E-01	1.582E-02
5.600E-01	1.749E-02
5.700E-01	1.895E-02
5.800E-01	2.049E-02
5.900E-01	2.215E-02
6.000E-01	2.359E-02
6.100E-01	2.501E-02
6.200E-01	2.651E-02
6.300E-01	2.801E-02
6.400E-01	2.942E-02
6.500E-01	3.089E-02
6.600E-01	3.244E-02
6.700E-01	3.407E-02
6.800E-01	3.577E-02
	
2.200E-01	1.087E-05
2.300E-01	1.523E-05
2.400E-01	2.165E-05
2.500E-01	3.099E-05
2.600E-01	4.463E-05
2.700E-01	6.320E-05
2.800E-01	8.850E-05
2.900E-01	1.254E-04
3.000E-01	1.786E-04
3.100E-01	2.487E-04
3.200E-01	3.455E-04
3.300E-01	4.724E-04
3.400E-01	6.446E-04
3.500E-01	8.601E-04
3.600E-01	1.144E-03
3.700E-01	1.495E-03
3.800E-01	1.934E-03
3.900E-01	2.459E-03
4.000E-01	3.072E-03
4.100E-01	3.760E-03
4.200E-01	4.544E-03
4.300E-01	5.395E-03
4.400E-01	6.389E-03
4.500E-01	7.374E-03
4.600E-01	8.511E-03
4.700E-01	9.605E-03
4.800E-01	1.069E-02
4.900E-01	1.190E-02
5.000E-01	1.309E-02
5.100E-01	1.419E-02
5.200E-01	1.538E-02
5.300E-01	1.666E-02
5.400E-01	1.775E-02
5.500E-01	1.892E-02
5.600E-01	2.016E-02
5.700E-01	2.148E-02
5.800E-01	2.250E-02
5.900E-01	2.355E-02
6.000E-01	2.465E-02
6.100E-01	2.580E-02
6.200E-01	2.692E-02
6.300E-01	2.803E-02
6.400E-01	2.919E-02
6.500E-01	3.035E-02
6.600E-01	3.129E-02
6.700E-01	3.226E-02
	
1.400E-01	1.015E-05
1.500E-01	1.387E-05
1.600E-01	1.898E-05
1.700E-01	2.612E-05
1.800E-01	3.596E-05
1.900E-01	4.955E-05
2.000E-01	6.798E-05
2.100E-01	9.276E-05
2.200E-01	1.267E-04
2.300E-01	1.732E-04
2.400E-01	2.329E-04
2.500E-01	3.114E-04
2.600E-01	4.140E-04
2.700E-01	5.460E-04
2.800E-01	7.154E-04
2.900E-01	9.269E-04
3.000E-01	1.189E-03
3.100E-01	1.514E-03
3.200E-01	1.901E-03
3.300E-01	2.379E-03
3.400E-01	2.875E-03
3.500E-01	3.436E-03
3.600E-01	4.063E-03
3.700E-01	4.737E-03
3.800E-01	5.523E-03
3.900E-01	6.254E-03
4.000E-01	7.041E-03
4.100E-01	7.877E-03
4.200E-01	8.718E-03
4.300E-01	9.650E-03
4.400E-01	1.057E-02
4.500E-01	1.146E-02
4.600E-01	1.243E-02
4.700E-01	1.345E-02
4.800E-01	1.433E-02
4.900E-01	1.527E-02
5.000E-01	1.627E-02
5.100E-01	1.716E-02
5.200E-01	1.808E-02
5.300E-01	1.905E-02
5.400E-01	2.008E-02
5.500E-01	2.092E-02
5.600E-01	2.175E-02
5.700E-01	2.260E-02
5.800E-01	2.350E-02
5.900E-01	2.430E-02
6.000E-01	2.512E-02
6.100E-01	2.596E-02
6.200E-01	2.683E-02
6.300E-01	2.772E-02
6.400E-01	2.857E-02
6.500E-01	2.945E-02
6.600E-01	3.036E-02
6.700E-01	3.129E-02
