1.148E-01	1.004E+00
1.318E-01	1.127E+00
1.514E-01	1.282E+00
1.738E-01	1.470E+00
1.995E-01	1.692E+00
2.291E-01	1.949E+00
2.630E-01	2.240E+00
3.020E-01	2.561E+00
3.467E-01	2.907E+00
3.981E-01	3.272E+00
4.571E-01	3.648E+00
5.248E-01	4.026E+00
6.026E-01	4.398E+00
6.918E-01	4.754E+00
7.943E-01	5.088E+00
9.120E-01	5.394E+00
1.047E+00	5.669E+00
1.202E+00	5.912E+00
1.380E+00	6.125E+00
1.585E+00	6.312E+00
1.820E+00	6.477E+00
2.089E+00	6.627E+00
2.399E+00	6.769E+00
2.754E+00	6.909E+00
3.162E+00	7.056E+00
3.631E+00	7.217E+00
4.169E+00	7.396E+00
4.786E+00	7.600E+00
5.495E+00	7.833E+00
6.310E+00	8.095E+00
7.244E+00	8.388E+00
8.318E+00	8.705E+00
9.550E+00	9.040E+00
1.096E+01	9.378E+00
1.259E+01	9.698E+00
1.445E+01	9.971E+00
	
1.000E-01	1.161E+00
1.148E-01	1.306E+00
1.318E-01	1.484E+00
1.514E-01	1.698E+00
1.738E-01	1.951E+00
1.995E-01	2.244E+00
2.291E-01	2.579E+00
2.630E-01	2.955E+00
3.020E-01	3.370E+00
3.467E-01	3.821E+00
3.981E-01	4.303E+00
4.571E-01	4.807E+00
5.248E-01	5.326E+00
6.026E-01	5.851E+00
6.918E-01	6.371E+00
7.943E-01	6.877E+00
9.120E-01	7.362E+00
1.047E+00	7.818E+00
1.202E+00	8.239E+00
1.380E+00	8.624E+00
1.585E+00	8.971E+00
1.820E+00	9.282E+00
2.089E+00	9.559E+00
2.399E+00	9.809E+00
2.754E+00	1.004E+01
3.162E+00	1.025E+01
3.631E+00	1.046E+01
4.169E+00	1.066E+01
4.786E+00	1.088E+01
5.495E+00	1.111E+01
6.310E+00	1.136E+01
7.244E+00	1.164E+01
8.318E+00	1.195E+01
9.550E+00	1.231E+01
1.096E+01	1.270E+01
1.259E+01	1.313E+01
1.445E+01	1.359E+01
	
1.000E-01	1.315E+00
1.148E-01	1.481E+00
1.318E-01	1.683E+00
